time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_gusts_10m (km/h),dew_point_2m (°C)
2025-07-03 15:00,29.5,44,0,6.8,9.1,18.7,15.9
2025-07-03 16:00,29.8,41,0,10.8,14.9,26.3,15.2
2025-07-03 17:00,30,42,0,12.5,17.5,31,15.6
2025-07-03 18:00,30.6,40,0,14.5,21,34.6,15.4
2025-07-03 19:00,30.6,38,0,17.1,24.7,38.5,14.8
2025-07-03 20:00,29.5,41,0.1,20.7,30.1,44.3,15
2025-07-03 21:00,26.6,58,0.1,14,21.1,45.7,17.6
2025-07-03 22:00,27.1,57,0,10.5,15.7,30.6,18
2025-07-03 23:00,26.9,60,0,10.2,17.3,23.8,18.5
2025-07-04 0:00,25.7,65,0,8.9,18.2,22.3,18.5
2025-07-04 1:00,20.9,91,0,3.9,11.1,9,19.2
2025-07-04 2:00,20.5,93,0,6.7,15.9,13.3,19.3
2025-07-04 3:00,19.8,93,0,6.2,16,12.6,18.6
2025-07-04 4:00,19.1,91,0,6.9,17.7,13.7,17.7
2025-07-04 5:00,19,89,0,9.4,21.7,17.3,17.2
2025-07-04 6:00,18.8,89,0,7.5,17.8,16.9,17
2025-07-04 7:00,18.3,91,0,7.8,18.5,13.7,16.8
2025-07-04 8:00,17.8,88,0,9,20.8,15.8,15.8
2025-07-04 9:00,17.3,79,0,10.1,23.7,18.4,13.7
2025-07-04 10:00,16.9,77,0,9.7,22.6,18.4,12.8
2025-07-04 11:00,17.8,75,0,9.7,20.1,18.4,13.2
2025-07-04 12:00,19.5,72,0,7.1,14.6,16.9,14.3
2025-07-04 13:00,21.9,66,0,7.4,11.3,20.2,15.2
2025-07-04 14:00,23.8,57,0,8.6,12.4,22.7,14.7
2025-07-04 15:00,25,47,0,10.6,15,27,12.9
2025-07-04 16:00,25.6,45,0,9.7,13.5,27.4,12.9
2025-07-04 17:00,26.4,42,0,8.6,11.9,25.9,12.5
2025-07-04 18:00,27,41,0,9.4,12.9,25.6,12.6
2025-07-04 19:00,27.4,41,0,10.4,14.4,27,12.9
2025-07-04 20:00,27.6,40,0,11,15,27.4,12.7
2025-07-04 21:00,27.4,40,0,10.3,14.2,27,12.4
2025-07-04 22:00,27,41,0,10.1,14.5,24.8,12.6
2025-07-04 23:00,26.1,47,0,8.1,14.5,23,13.9
2025-07-05 0:00,24.4,58,0,6,15.4,16.9,15.6
2025-07-05 1:00,23.2,62,0,6,16.5,10.1,15.6
2025-07-05 2:00,21.8,69,0,5.6,15.6,10.1,15.9
2025-07-05 3:00,20.8,72,0,6,16.6,10.4,15.6
2025-07-05 4:00,20.4,73,0,7.9,20.3,13.7,15.3
2025-07-05 5:00,20,72,0,8,21.1,15.1,14.6
2025-07-05 6:00,19.1,75,0,6,18.3,14.4,14.6
2025-07-05 7:00,18.4,78,0,5.6,16.9,9.7,14.5
2025-07-05 8:00,17.7,81,0,5.5,16.3,9,14.4
2025-07-05 9:00,17.1,83,0,4.6,14,8.6,14.2
2025-07-05 10:00,17,84,0,3.2,10,6.8,14.3
2025-07-05 11:00,18.4,80,0,4,7.8,8.6,14.8
2025-07-05 12:00,20.7,74,0,0.6,5.9,8.6,15.9
2025-07-05 13:00,22.7,63,0,2.2,3.5,10.8,15.4
2025-07-05 14:00,24.9,53,0,2.1,2.7,12.2,14.8
2025-07-05 15:00,26.7,45,0,3.3,4.5,14.8,13.9
2025-07-05 16:00,28.1,42,0,5,6.8,18,13.9
2025-07-05 17:00,29.3,39,0,6.1,8.2,19.8,13.9
2025-07-05 18:00,30.1,37,0,7.9,10.8,23,13.8
2025-07-05 19:00,30.6,36,0,10.2,13.8,27,13.9
2025-07-05 20:00,30.8,36,0,9.7,13.2,27.4,14
2025-07-05 21:00,30.8,36,0,8.9,12.2,25.6,13.9
2025-07-05 22:00,30.5,37,0,9.9,13.8,23.4,14
2025-07-05 23:00,29.6,40,0,10,16.8,23,14.6
2025-07-06 0:00,27.5,47,0,11.3,23.9,22,15.1
2025-07-06 1:00,25.6,56,0,11.1,24.7,20.2,16.3
2025-07-06 2:00,24.8,56,0,11.2,25.4,23,15.6
2025-07-06 3:00,23.9,56,0,9.7,23.3,21.6,14.7
2025-07-06 4:00,22.8,62,0,10.6,24,20.2,15.2
2025-07-06 5:00,21.9,72,0,10.5,23.4,21.2,16.6
2025-07-06 6:00,21.1,75,0,10.1,22.2,20.2,16.5
2025-07-06 7:00,20.8,78,0,9.1,20.7,19.4,16.8
2025-07-06 8:00,20.5,81,0,8.4,19.9,16.9,17.1
2025-07-06 9:00,20.4,83,0,7.3,18.2,15.5,17.4
2025-07-06 10:00,20.2,84,0,7.5,17.6,13.7,17.4
2025-07-06 11:00,21.3,80,0,6.8,17.9,15.1,17.7
2025-07-06 12:00,23.1,72,0,6.9,10.7,17.6,17.7
2025-07-06 13:00,25.1,68,0,7,10.1,19.4,18.9
2025-07-06 14:00,27.4,60,0,8.5,12.1,23.4,18.9
2025-07-06 15:00,29.3,50,0,9,12.6,25.2,17.6
2025-07-06 16:00,30.5,44,0,10.2,14.2,27.7,16.8
2025-07-06 17:00,31.4,38,0,11.7,16.2,30.6,15.2
2025-07-06 18:00,32.2,31,0,12.5,17.5,32,12.9
2025-07-06 19:00,32.8,28,0,12.5,17.6,32.4,11.9
2025-07-06 20:00,33.2,30,0,13.1,18.2,32,13.2
2025-07-06 21:00,32.8,37,0,14,20.1,33.5,15.9
2025-07-06 22:00,32.3,39,0,13.6,19.8,33.1,16.5
2025-07-06 23:00,31.2,43,0,14.2,22.4,32.8,17.1
2025-07-07 0:00,29.5,54,0,17,29,35.3,19.1
2025-07-07 1:00,28,59,0,11.2,23.8,28.1,19.4
2025-07-07 2:00,26.7,70,0,13.9,25.3,28.1,20.8
2025-07-07 3:00,25.5,79,0,11.4,21.6,28.1,21.5
2025-07-07 4:00,24.8,84,0,10.5,19.9,22.7,22
2025-07-07 5:00,24.1,88,0,9.2,18.2,20.5,22.1
2025-07-07 6:00,23.9,90,0,8.7,17.4,18,22.2
2025-07-07 7:00,23.5,92,0,7.9,16.3,16.9,22.2
2025-07-07 8:00,23.2,94,0,6.3,13.8,14.8,22.2
2025-07-07 9:00,22.9,96,0,5.7,12.9,11.5,22.2
2025-07-07 10:00,23.1,95,0,6.6,12.9,11.9,22.3
2025-07-07 11:00,23.8,92,0,7,11.4,17.3,22.4
2025-07-07 12:00,24.5,88,0,7.2,10.5,17.3,22.5
2025-07-07 13:00,26.9,76,0.1,6.2,8.7,16.9,22.3
2025-07-07 14:00,28.6,68,0.1,9.4,12.8,23.8,22.1
2025-07-07 15:00,30.4,60,0.1,10.8,14.9,28.1,21.9
2025-07-07 16:00,32,52,0,11.8,16.5,29.5,21
2025-07-07 17:00,32.2,51,0.3,13.7,19.1,33.8,20.8
2025-07-07 18:00,32.2,56,0.6,11,15.7,33.8,22.4
2025-07-07 19:00,33.3,52,0,12.1,16.7,29.9,22.2
2025-07-07 20:00,29.4,68,2.6,10.3,17,32.4,22.9
2025-07-07 21:00,29.5,66,0.1,10.4,15.4,24.8,22.6
2025-07-07 22:00,29.1,68,0,6.4,9.6,22.7,22.6
2025-07-07 23:00,28.1,74,0.1,4.4,7.4,14.8,23
2025-07-08 0:00,27,81,0.1,2.5,4.6,9.4,23.5
2025-07-08 1:00,25,98,0.5,4.7,5.2,9.4,24.7
2025-07-08 2:00,25.1,99,0.3,2.6,2.1,9.7,24.9
2025-07-08 3:00,24.9,99,0,2.6,5.8,5.4,24.7
2025-07-08 4:00,24.5,99,0,2.3,6.9,6.5,24.3
2025-07-08 5:00,24.2,99,0,6.7,14.3,11.9,24
2025-07-08 6:00,23.9,98,0,8.6,17.4,15.8,23.5
2025-07-08 7:00,23.4,98,0,9.7,18.9,18,23
2025-07-08 8:00,23,97,0,8.8,18.2,18,22.5
2025-07-08 9:00,22.6,97,0,9.5,19.4,17.3,22.2
2025-07-08 10:00,22.5,97,0,8.7,18.2,17.3,22
2025-07-08 11:00,23.4,94,0,8.4,19.5,17.6,22.4
2025-07-08 12:00,24.9,88,0,7,11.4,18.4,22.6
2025-07-08 13:00,28,77,0,5.6,7.7,16.6,23.5
2025-07-08 14:00,30,67,0,6.6,9,19.1,23.1
2025-07-08 15:00,31.6,59,0,9.2,12.7,24.1,22.6
2025-07-08 16:00,32.5,55,0.1,12.1,16.7,34.9,22.3
2025-07-08 17:00,33.5,52,0,12.7,17.8,35.6,22.4
2025-07-08 18:00,34.2,51,0,12.9,18.2,34.9,22.5
2025-07-08 19:00,34.7,48,0,13.7,19.6,33.8,22
2025-07-08 20:00,34.5,46,0,13.5,19.1,34.6,21
2025-07-08 21:00,29,66,0.7,14.6,22.1,37.4,22.1
2025-07-08 22:00,27.6,73,0.5,9.6,13.8,33.8,22.3
2025-07-08 23:00,27.5,74,0,8.4,12.3,23.4,22.4
2025-07-09 0:00,26.1,81,0.2,9.7,15.9,20.2,22.7
2025-07-09 1:00,24.2,91,1.2,6,11.9,14,22.7
2025-07-09 2:00,24,92,0,6.8,13.2,13.7,22.6
2025-07-09 3:00,23.6,94,0,7.7,15.3,14,22.6
2025-07-09 4:00,23.1,96,0,7.7,16,14,22.5
2025-07-09 5:00,22.9,96,0,8.8,18.1,16.2,22.2
2025-07-09 6:00,22.5,96,0,8.5,18.1,17.3,21.9
2025-07-09 7:00,22.1,97,0,7.9,16.9,16.2,21.6
2025-07-09 8:00,22,96,0,7.1,16.1,15.1,21.4
2025-07-09 9:00,21.9,97,0,6,14.2,13,21.4
2025-07-09 10:00,21.8,97,0,6.1,13.5,11.2,21.4
2025-07-09 11:00,22.9,94,0,6.6,14.2,14.8,22
2025-07-09 12:00,24.5,88,0,6.3,8.8,16.9,22.4
2025-07-09 13:00,26.3,80,0,5.9,8.1,17.6,22.6
2025-07-09 14:00,28.1,68,0,5.8,7.8,19.1,21.8
2025-07-09 15:00,29.6,61,0,5.3,7.1,18.4,21.1
2025-07-09 16:00,30.8,52,0,6.1,8,19.4,19.8
2025-07-09 17:00,31.8,45,0,7.3,9.8,21.6,18.5
2025-07-09 18:00,32.5,41,0,9.7,13.2,25.6,17.5
2025-07-09 19:00,32.9,39,0,11.2,15.1,28.4,17
2025-07-09 20:00,32.8,39,0,11,15,28.4,17
2025-07-09 21:00,32.7,39,0,9,12.5,27,17.1
2025-07-09 22:00,32.5,40,0,8,11.3,22.7,17.2
2025-07-09 23:00,31.9,44,0,5.8,10.8,18.7,18.1
2025-07-10 0:00,30,50,0,6.6,16.1,15.5,18.5
2025-07-10 1:00,27.7,55,0.2,12,22.5,25.9,17.8
2025-07-10 2:00,25,74,1.5,12.5,21.1,23.8,20
2025-07-10 3:00,23.4,94,2.1,6.4,13.2,21.2,22.5
2025-07-10 4:00,23.1,95,0.9,4.9,12.5,13.3,22.3
2025-07-10 5:00,23,96,0.8,4.6,7.7,9.4,22.4
2025-07-10 6:00,22.5,97,3,4.3,8.7,18.4,22
2025-07-10 7:00,22.3,97,8.2,3.6,8.8,18,21.8
2025-07-10 8:00,22.2,95,0.3,3,5.9,15.1,21.4
2025-07-10 9:00,21.8,97,0,2.6,5.6,7.6,21.2
2025-07-10 10:00,21.7,96,0,4.7,8.3,8.6,21.1
2025-07-10 11:00,22.3,95,0,4,7.9,9.4,21.4
2025-07-10 12:00,23.2,91,0,4.4,6.2,13,21.6
2025-07-10 13:00,23.3,90,0.1,2.3,3,14.8,21.5
2025-07-10 14:00,23.4,90,0.1,3.4,4.6,15.5,21.8
2025-07-10 15:00,24.5,81,0,4,5.2,14,21
2025-07-10 16:00,25.7,73,0,5.2,7,16.6,20.4
2025-07-10 17:00,26.5,67,0,3.2,4.2,15.8,20
2025-07-10 18:00,27.1,64,0,3.2,4.3,13,19.9
2025-07-10 19:00,27.1,64,0,2.8,4,13,19.7
2025-07-10 20:00,28,61,0,2.3,3.1,12.2,19.8
2025-07-10 21:00,28.2,60,0,3,3.9,11.9,19.7
2025-07-10 22:00,28.3,58,0,2.3,3,11.5,19.4
2025-07-10 23:00,28,60,0,4.1,5.9,11.2,19.5
2025-07-11 0:00,26.5,69,0,5.7,11.3,11.5,20.4
2025-07-11 1:00,25.1,77,0,7.1,15.2,13.7,20.8
2025-07-11 2:00,24.3,84,0,5.7,13.8,13.7,21.5
2025-07-11 3:00,23.6,90,0,4.7,11,10.4,21.9
2025-07-11 4:00,23,94,0,5.6,12,9.7,22
2025-07-11 5:00,22.5,96,0,5.2,12.2,10.8,21.9
2025-07-11 6:00,21.9,98,0,1.5,6.8,9.7,21.5
2025-07-11 7:00,21.4,100,0,1.9,1.8,3.6,21.3
2025-07-11 8:00,21.2,100,0,2.7,4.3,4.3,21.2
2025-07-11 9:00,21.5,100,0,3.7,7.7,6.5,21.5
2025-07-11 10:00,21.7,100,0,5.6,9.8,9.4,21.6
2025-07-11 11:00,22.1,98,0,6.2,8.8,14.4,21.8
2025-07-11 12:00,23.4,89,0,5.6,7.8,15.5,21.5
2025-07-11 13:00,25.3,76,0,5.6,7.6,16.9,20.8
2025-07-11 14:00,26.9,68,0,4.9,6.7,16.9,20.5
2025-07-11 15:00,28.5,61,0,5.3,7.1,18.4,20.4
2025-07-11 16:00,29.2,58,0,7.2,9.4,21.2,20.2
2025-07-11 17:00,30,56,0,8.6,11.4,25.2,20.2
2025-07-11 18:00,30.3,53,0,9.5,12.7,26.6,19.6
2025-07-11 19:00,30.5,52,0,10.5,14.4,28.1,19.6
2025-07-11 20:00,30.2,55,0,12.2,16.6,31,20.3
2025-07-11 21:00,29.6,58,0,10.7,15,31,20.5
2025-07-11 22:00,29.3,60,0,9.2,12.9,27,20.6
2025-07-11 23:00,28.3,64,0,9.8,14.2,23,20.9
2025-07-12 0:00,26.9,72,0,8.9,15.2,22.7,21.4
2025-07-12 1:00,25.1,82,0,10.9,19.1,22,21.9
2025-07-12 2:00,24.3,87,0,9.4,17.2,22.3,22
2025-07-12 3:00,23.6,92,0,7.3,13.8,18.7,22.1
2025-07-12 4:00,23,95,0,6.5,12.5,14.8,22.2
2025-07-12 5:00,22.7,97,0,3.8,9,12.6,22.2
2025-07-12 6:00,22.8,97,0,4.7,8,9.4,22.2
2025-07-12 7:00,23,95,0,3.3,5.1,11.2,22.1
2025-07-12 8:00,22.9,95,0,3,4.4,7.9,22
2025-07-12 9:00,22.8,95,0,3.5,5.6,7.2,22
2025-07-12 10:00,22.7,96,0,3.4,6.5,7.2,22
2025-07-12 11:00,23.4,90,0,4.5,6.5,11.2,21.6
2025-07-12 12:00,24.3,84,0,4.9,6.9,13.3,21.5
2025-07-12 13:00,26,76,0.1,4.1,5.5,14.4,21.5
2025-07-12 14:00,27.7,67,0,4.9,6.3,16.9,21.1
2025-07-12 15:00,29,60,0,7.3,9.9,22.3,20.6
2025-07-12 16:00,29.8,57,0,8.9,11.9,25.9,20.4
2025-07-12 17:00,30.3,52,0,10.6,14.1,29.2,19.5
2025-07-12 18:00,30.6,49,0,10.7,14.5,30.2,18.6
2025-07-12 19:00,30.8,49,0,12.9,17.7,33.1,19
2025-07-12 20:00,30.5,52,0,14.8,20.5,36.4,19.5
2025-07-12 21:00,30,53,0,14.9,21.2,36.4,19.5
2025-07-12 22:00,28.6,60,0,13.6,19.7,35.6,20
2025-07-12 23:00,27.5,65,0,12,17.2,32,20.4
2025-07-13 0:00,26,72,0,12.1,18.4,27.7,20.6
2025-07-13 1:00,24.5,80,0,9.3,14.8,20.9,21
2025-07-13 2:00,23.6,85,0,10.4,17,22.7,21
2025-07-13 3:00,23,88,0,7.5,12.7,21.6,21
2025-07-13 4:00,22.5,91,0,7.1,12.8,14.8,21
2025-07-13 5:00,22.2,92,0,6.5,12.3,14.4,21
2025-07-13 6:00,22.2,93,0,4.9,9.3,12.6,21
2025-07-13 7:00,22.1,94,0,4.5,8.5,9.4,21
2025-07-13 8:00,22,94,0,5.8,10.2,10.8,21
2025-07-13 9:00,22,94,0,6.2,11.3,13.3,21
2025-07-13 10:00,22,94,0,4.8,8.4,12.2,21
2025-07-13 11:00,22.6,90,0,5,7.2,13,21
2025-07-13 12:00,23.9,82,0,7,9.6,17.3,20.6
2025-07-13 13:00,25,74,0,7.6,10.4,20.2,20.1
2025-07-13 14:00,26.7,66,0,7.1,9.8,21.2,19.7
2025-07-13 15:00,27,64,0,8.6,11.9,22.7,19.6
2025-07-13 16:00,28,62,0,8.7,11.9,24.8,20
2025-07-13 17:00,29.5,55,0,8.1,11.3,24.8,19.5
2025-07-13 18:00,30.2,54,0,9,11.8,25.6,19.8
2025-07-13 19:00,30.1,56,0.3,12.2,16.4,31.7,20.4
2025-07-13 20:00,30,58,0,12.3,16.9,32.8,20.8
2025-07-13 21:00,30.3,56,0,11.4,15.7,31.3,20.6
2025-07-13 22:00,29.6,58,0,12.2,16.9,29.5,20.5
2025-07-13 23:00,28.5,63,0,13,18.9,29.2,20.6
2025-07-14 0:00,27.1,69,0,12.8,19.4,29.9,21
2025-07-14 1:00,26,77,0,11.4,17.7,26.3,21.7
2025-07-14 2:00,25.2,83,0,12,19.2,25.6,22
2025-07-14 3:00,24.6,87,0,11.3,17.7,25.2,22.4
2025-07-14 4:00,24.4,88,0.1,10.5,16.5,23,22.2
2025-07-14 5:00,24.1,89,0.7,10.1,17.2,21.2,22.1
2025-07-14 6:00,23.8,92,0.6,9,16.3,19.1,22.5
2025-07-14 7:00,23.7,94,0,8,14.6,16.9,22.6
2025-07-14 8:00,23.4,95,0,5.4,11.9,14.4,22.6
2025-07-14 9:00,23,97,0,3.4,9.1,9.4,22.5
2025-07-14 10:00,22.8,98,0,4.1,10.1,7.9,22.4
2025-07-14 11:00,23.6,93,0,5.8,7.9,13.3,22.5
2025-07-14 12:00,25.1,84,0,6,7.9,15.8,22.2
2025-07-14 13:00,26.9,78,0,4.8,6.5,16.9,22.6
2025-07-14 14:00,27.6,74,0,5.2,7.3,16.9,22.5
2025-07-14 15:00,29.5,65,0,5.8,8,20.2,22.4
2025-07-14 16:00,30.7,59,0,7.6,10.3,23.4,21.9
2025-07-14 17:00,31.7,55,0,9.1,12.3,25.6,21.6
2025-07-14 18:00,33.1,48,0,9.9,13.5,26.3,20.5
2025-07-14 19:00,28.1,69,2,9.6,14.4,28.1,22
2025-07-14 20:00,29.8,63,0.1,10.8,15.1,27.7,22
2025-07-14 21:00,27.8,68,1.3,13,18,30.2,21.2
2025-07-14 22:00,25.8,82,2.4,9.3,12.7,29.2,22.5
2025-07-14 23:00,23.7,92,3.4,7.1,12.1,24.8,22.4
2025-07-15 0:00,23.8,94,0.2,5.7,8.6,15.1,22.8
2025-07-15 1:00,23.8,96,0.6,1.5,1.4,5.8,23.2
2025-07-15 2:00,23.7,97,1.1,5.7,9.3,10.4,23.2
2025-07-15 3:00,23.5,98,0.8,6.1,11.8,12.2,23.1
2025-07-15 4:00,23.4,97,0.2,5.6,12.3,10.8,22.9
2025-07-15 5:00,23.2,98,0,7.4,15,13.7,22.9
2025-07-15 6:00,23.1,97,0,2.5,7.8,13.3,22.6
2025-07-15 7:00,22.8,99,0,2.7,5.6,5.4,22.5
2025-07-15 8:00,22.3,99,0,3,8.3,6.1,22.1
2025-07-15 9:00,22.5,99,0,0.9,4.1,5.4,22.4
2025-07-15 10:00,22.2,100,0,1.7,4.1,3.6,22.1
2025-07-15 11:00,22.9,97,0,6.2,9.5,13.7,22.3
2025-07-15 12:00,23.8,90,0,5.4,7.4,16.2,22
2025-07-15 13:00,25.4,82,0,6.1,8.3,16.9,22
2025-07-15 14:00,26.6,75,0.1,5.8,7.8,17.3,21.9
2025-07-15 15:00,27.4,72,0.3,3.5,4.7,16.9,21.8
2025-07-15 16:00,28.1,69,0.3,3.4,4.7,14.8,21.8
2025-07-15 17:00,28.6,67,0.4,4.8,6.3,17.3,22
2025-07-15 18:00,29.1,67,0.5,4.4,5.9,18,22.3
2025-07-15 19:00,29.8,66,0.5,4.3,5.5,16.9,22.8
2025-07-15 20:00,29.9,68,0.1,3.7,4.8,16.2,23.2
2025-07-15 21:00,30,67,0,4.3,5.5,15.8,23.2
2025-07-15 22:00,27.7,74,0.6,8.9,11.9,20.5,22.5
2025-07-15 23:00,26.9,80,0.3,7.9,11.8,22.7,23
2025-07-16 0:00,26.4,84,0,6.6,12.6,17.6,23.4
2025-07-16 1:00,25.5,86,0,8.3,17.4,16.2,23.1
2025-07-16 2:00,25,87,0,8.5,17.7,16.9,22.8
2025-07-16 3:00,24.6,90,0,5.4,12.9,15.8,22.9
2025-07-16 4:00,24.2,92,0,6.5,14.7,12.6,23
2025-07-16 5:00,23.9,94,0,3.3,10.2,11.5,23
2025-07-16 6:00,23.6,95,0,4,10.2,6.8,22.8
2025-07-16 7:00,23.4,96,0,4.7,10.9,8.6,22.7
2025-07-16 8:00,23.1,97,0,4.6,11.2,8.3,22.6
2025-07-16 9:00,22.9,98,0,4.3,10.6,8.3,22.5
2025-07-16 10:00,22.8,98,0,4.6,10.6,8.3,22.5
2025-07-16 11:00,23.6,95,0,5.1,7.1,11.2,22.9
2025-07-16 12:00,25.2,87,0,3.6,4.8,13.3,22.9
2025-07-16 13:00,27.4,81,0,2.2,3,11.2,23.9
2025-07-16 14:00,29.2,70,0,4.6,6.2,15.5,23.2
2025-07-16 15:00,30.4,61,0,5.9,8,19.1,22
2025-07-16 16:00,31.1,58,0.1,7.1,9.6,20.9,21.9
2025-07-16 17:00,31.5,59,0.1,7.8,10.7,23.4,22.7
2025-07-16 18:00,32.1,58,0,7.3,10,22.3,22.8
2025-07-16 19:00,32.7,54,0,9.6,13.2,24.1,22.2
2025-07-16 20:00,30.5,63,0.3,13.6,19.6,34.6,22.6
2025-07-16 21:00,30.5,63,0.1,10.5,15.2,31.3,22.5
2025-07-16 22:00,29.9,65,0.1,9,13.8,29.2,22.5
2025-07-16 23:00,27.7,76,0.2,8.3,14.7,20.2,23
2025-07-17 0:00,27.1,80,0.1,4.4,10.5,17.6,23.4
2025-07-17 1:00,25.2,90,0.4,9.8,17.4,24.5,23.5
2025-07-17 2:00,24.6,92,0.1,15.1,27.5,30.2,23.1
2025-07-17 3:00,24.6,94,0,9.6,17.7,28.4,23.5
2025-07-17 4:00,24.2,94,0.3,7.4,14.8,18.4,23.2
2025-07-17 5:00,23.9,96,0.3,6.2,12.9,13.7,23.2
2025-07-17 6:00,23.5,98,0.1,5.8,13.1,11.5,23.2
2025-07-17 7:00,23.6,98,0,5.2,12.3,12.2,23.3
2025-07-17 8:00,23.4,99,0,4.5,11.5,9.7,23.1
2025-07-17 9:00,23.4,99,0,6.7,15.1,12.2,23.1
2025-07-17 10:00,23.6,99,0,7.1,16.1,12.6,23.4
2025-07-17 11:00,24.6,96,0,10.9,17.6,20.5,24
2025-07-17 12:00,25.9,91,0,14.8,23.4,30.2,24.3
2025-07-17 13:00,26.2,84,0.1,15.6,23.8,33.8,23.4
2025-07-17 14:00,27.9,77,0.1,14.3,21.5,39.6,23.5
2025-07-17 15:00,30,69,0.1,14.6,21.1,40.7,23.5
2025-07-17 16:00,31,62,0,15.9,22.9,42.8,23
2025-07-17 17:00,32.5,53,0,19.9,29.1,47.9,21.8
2025-07-17 18:00,33.3,50,0,19.8,29.3,49,21.4
2025-07-17 19:00,33.9,49,0,21.9,32.6,50.8,21.9
2025-07-17 20:00,33.5,52,0,23.2,34.9,53.6,22.1
2025-07-17 21:00,31.7,61,0.9,19.1,29.9,54,23.2
2025-07-17 22:00,31,66,0.6,16.3,25.8,45,23.8
2025-07-17 23:00,30.5,65,0,17.8,29.5,45.7,23
2025-07-18 0:00,29.3,70,0,15.2,27.5,37.4,23.3
2025-07-18 1:00,28.7,73,0,13.2,26.5,31,23.4
2025-07-18 2:00,28.9,59,0,16.3,31.4,33.1,20.1
2025-07-18 3:00,27.9,60,0,15.8,30.5,33.1,19.3
2025-07-18 4:00,27,59,0,14.3,28.8,32.4,18.4
2025-07-18 5:00,26,63,0,13,26.1,29.2,18.5
2025-07-18 6:00,25.2,64,0,13.4,26.7,27.7,17.9
2025-07-18 7:00,24.4,65,0,11.4,23.4,27.4,17.3
2025-07-18 8:00,23.5,67,0,11.5,23,23.4,17.1
2025-07-18 9:00,22.9,70,0,9.8,19.9,23,17.1
2025-07-18 10:00,22.1,74,0,8.8,18.1,19.4,17.2
2025-07-18 11:00,22.5,71,0,10.3,17.8,22,17.1
2025-07-18 12:00,22.8,65,0,14.2,21.8,30.6,15.9
2025-07-18 13:00,24.2,53,0,15.1,22.4,34.9,14.2
2025-07-18 14:00,25,51,0,13.9,19.9,35.6,14.2
2025-07-18 15:00,26.1,48,0,12.7,18,34.2,14.2
2025-07-18 16:00,27,45,0,12.5,17.3,33.1,14
2025-07-18 17:00,27.5,41,0,11.3,15.8,32.4,13.3
2025-07-18 18:00,28.5,38,0,11.6,15.7,30.6,12.9
2025-07-18 19:00,28.5,37,0,9.6,13.1,30.6,12.6
2025-07-18 20:00,29.8,35,0,7.7,10.5,25.9,12.6
2025-07-18 21:00,30,33,0,6.7,8.9,23.4,11.9
2025-07-18 22:00,29.9,32,0,7.4,9.9,20.5,11.6
2025-07-18 23:00,29.1,34,0,8.5,11.8,20.2,11.6
2025-07-19 0:00,27.6,39,0,8.4,16.2,20.2,12.2
2025-07-19 1:00,25.3,54,0,4.7,11.2,11.2,15.2
2025-07-19 2:00,24.1,64,0,3.6,9.7,9,16.8
2025-07-19 3:00,23.4,66,0,3.6,9.2,6.1,16.8
2025-07-19 4:00,22.6,69,0,3,6.6,6.1,16.6
2025-07-19 5:00,21.7,73,0,3.9,9,6.1,16.6
2025-07-19 6:00,21.4,68,0,5.8,14.3,10.1,15.2
2025-07-19 7:00,21,71,0,4.5,11.9,10.4,15.4
2025-07-19 8:00,20.9,73,0,4.9,12.2,8.6,15.9
2025-07-19 9:00,21.1,77,0,5.6,15.1,9.7,16.9
2025-07-19 10:00,21.6,77,0,7,16.9,12.6,17.5
2025-07-19 11:00,22.5,75,0,7.6,17.3,14.8,17.8
2025-07-19 12:00,24.1,69,0,7.6,11.9,18,18.1
2025-07-19 13:00,25.5,62,0,5.8,8.2,16.9,17.9
2025-07-19 14:00,26.9,56,0,8.1,11.3,22,17.4
2025-07-19 15:00,28,51,0,7.7,10.7,22.3,17
2025-07-19 16:00,27.2,60,0.4,11.2,15.7,28.1,18.6
2025-07-19 17:00,27.7,59,0.7,8.3,11.4,27.4,18.9
2025-07-19 18:00,28.7,55,0,7.6,10.3,22.7,18.9
2025-07-19 19:00,25.6,72,0.3,12.1,17.6,27.7,20.3
2025-07-19 20:00,25.6,73,0.3,10,14.5,29.2,20.5
2025-07-19 21:00,26.4,68,0,8.4,12.2,23.8,20
2025-07-19 22:00,26,70,0,11.2,16.2,25.9,20
2025-07-19 23:00,24.8,77,0.1,10.4,15,25.9,20.4
2025-07-20 0:00,23.8,82,0,9.7,15,23.8,20.5
2025-07-20 1:00,25,81,0.1,4.2,9.7,9,21.5
2025-07-20 2:00,24.5,81,0,8.9,16.9,17.3,21
2025-07-20 3:00,23.8,83,0,8.5,15.1,19.8,20.7
2025-07-20 4:00,23,87,0,5.7,12.7,17.3,20.8
2025-07-20 5:00,23,89,0,5.5,12.7,11.2,21
2025-07-20 6:00,22.7,92,0,4.4,12.1,10.8,21.2
2025-07-20 7:00,22.8,92,0,3.3,10,7.9,21.5
2025-07-20 8:00,22.9,93,0.1,4,11.3,7.6,21.8
2025-07-20 9:00,22.9,94,0.1,3.4,6.3,6.8,21.9
2025-07-20 10:00,22.5,95,0.5,3.2,5.5,6.8,21.7
2025-07-20 11:00,22.1,93,2.3,4.6,6.9,9.4,21
2025-07-20 12:00,21.5,98,6.3,5.7,10.1,20.9,21.2
2025-07-20 13:00,25.8,81,0,4.7,6.3,16.9,22.2
